                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.91911,                  0.514,                0.99649,                0.95985,                 0.9334,                0.96603,                0.72996,                0.90055,                0.44324,                 1.0247,             0.00048211,             0.00048211,             0.00048211
                     17,                0.89953,                0.50113,                0.98885,                0.96696,                0.93042,                0.96666,                0.73361,                0.88792,                0.43109,                  1.017,              0.0004689,              0.0004689,              0.0004689
                     18,                0.89117,                0.49496,                0.98486,                0.96759,                0.93641,                0.97099,                0.74065,                0.86681,                0.41902,                 1.0076,             0.00045569,             0.00045569,             0.00045569
                     19,                 0.8737,                0.48409,                0.97814,                0.96399,                 0.9348,                0.96847,                0.74349,                  0.858,                0.41933,                  1.006,             0.00044249,             0.00044249,             0.00044249
                     20,                 0.8712,                0.48435,                0.97983,                0.96395,                0.94097,                0.97231,                0.75579,                0.83199,                0.40001,                0.99179,             0.00042928,             0.00042928,             0.00042928
                     21,                 0.8554,                0.47334,                0.97271,                0.96881,                0.94002,                0.97323,                0.76588,                0.81428,                0.38828,                0.98861,             0.00041607,             0.00041607,             0.00041607
                     22,                0.84075,                0.46224,                0.96831,                0.96645,                 0.9454,                0.97411,                0.76416,                0.82469,                0.39029,                0.98735,             0.00040287,             0.00040287,             0.00040287
                     23,                  0.837,                 0.4575,                0.96631,                0.97139,                0.94123,                0.97442,                0.77153,                0.79419,                0.37956,                0.98388,             0.00038966,             0.00038966,             0.00038966
                     24,                0.82963,                0.45483,                0.96179,                0.96641,                0.94268,                0.97194,                0.76771,                0.80202,                0.38351,                0.98138,             0.00037645,             0.00037645,             0.00037645
                     25,                0.82143,                0.44848,                0.95858,                0.96949,                 0.9438,                  0.975,                0.78009,                0.77241,                0.36948,                0.97662,             0.00036325,             0.00036325,             0.00036325
                     26,                 0.8055,                0.43824,                0.95427,                0.97085,                0.94394,                0.97529,                0.77845,                0.78392,                0.37055,                0.97946,             0.00035004,             0.00035004,             0.00035004
                     27,                0.80226,                0.43816,                0.95552,                0.96948,                0.94622,                0.97539,                0.78495,                0.76337,                0.36202,                0.97019,             0.00033683,             0.00033683,             0.00033683
                     28,                0.79179,                0.43203,                0.95056,                0.96938,                0.94425,                0.97559,                0.78105,                0.76154,                0.35987,                0.97368,             0.00032363,             0.00032363,             0.00032363
                     29,                0.78033,                0.42497,                0.94634,                0.96916,                0.94707,                0.97741,                 0.7913,                0.73994,                0.35157,                0.97046,             0.00031042,             0.00031042,             0.00031042
                     30,                 0.7755,                0.42214,                0.94454,                0.96933,                0.95017,                0.97704,                0.78956,                0.74542,                 0.3517,                0.96821,             0.00029722,             0.00029722,             0.00029722
                     31,                 0.7692,                0.41676,                0.94362,                0.97198,                 0.9503,                0.97753,                 0.7954,                0.73462,                 0.3478,                0.96473,             0.00028401,             0.00028401,             0.00028401
                     32,                0.76209,                0.41186,                0.93863,                0.96592,                0.95431,                0.97787,                0.79528,                0.73789,                0.34538,                0.96501,              0.0002708,              0.0002708,              0.0002708
                     33,                0.75348,                0.40624,                 0.9383,                0.97196,                0.95311,                0.97903,                0.79487,                0.73747,                0.34523,                0.96189,              0.0002576,              0.0002576,              0.0002576
                     34,                0.74575,                0.40439,                0.93427,                0.97205,                0.95244,                0.97924,                0.79988,                0.71689,                0.33852,                0.95869,             0.00024439,             0.00024439,             0.00024439
                     35,                0.74319,                0.40276,                0.93211,                0.97319,                0.95276,                 0.9783,                0.80477,                0.70725,                0.33503,                 0.9556,             0.00023118,             0.00023118,             0.00023118
                     36,                0.72868,                0.39379,                0.93008,                0.97194,                0.95094,                0.97931,                0.80524,                 0.7087,                0.33312,                0.95342,             0.00021798,             0.00021798,             0.00021798
                     37,                0.72895,                0.39418,                0.92721,                 0.9753,                0.95074,                0.97973,                0.80969,                0.69916,                0.32792,                0.95007,             0.00020477,             0.00020477,             0.00020477
                     38,                0.71883,                0.38782,                 0.9272,                0.97266,                0.95067,                0.97848,                0.81005,                0.70048,                0.32593,                0.94933,             0.00019156,             0.00019156,             0.00019156
                     39,                0.71278,                0.38437,                 0.9241,                0.97271,                0.95608,                0.98038,                0.81275,                 0.6871,                0.32408,                0.94905,             0.00017836,             0.00017836,             0.00017836
                     40,                0.70961,                0.38301,                0.92097,                0.97315,                0.95379,                0.98016,                0.81323,                0.68667,                0.31966,                0.95048,             0.00016515,             0.00016515,             0.00016515
                     41,                0.69744,                0.35612,                 0.9096,                0.97305,                0.95251,                0.97963,                0.81057,                0.69808,                0.32483,                 0.9553,             0.00015194,             0.00015194,             0.00015194
                     42,                0.67203,                0.34543,                 0.9025,                  0.973,                0.95588,                0.98007,                0.81667,                0.68213,                0.32043,                0.95026,             0.00013874,             0.00013874,             0.00013874
                     43,                0.66447,                0.34089,                 0.8995,                 0.9752,                0.95496,                0.98073,                0.81848,                0.67617,                 0.3182,                 0.9486,             0.00012553,             0.00012553,             0.00012553
                     44,                0.65607,                0.33681,                0.89696,                0.97621,                0.95619,                0.98156,                0.82065,                0.66487,                0.31512,                0.94406,             0.00011232,             0.00011232,             0.00011232
                     45,                0.64467,                0.33184,                 0.8917,                0.97791,                0.95464,                0.98119,                0.82147,                0.65988,                0.31276,                0.94348,             9.9116e-05,             9.9116e-05,             9.9116e-05
                     46,                0.63673,                0.32786,                 0.8908,                0.97874,                0.95324,                0.98179,                0.82403,                0.66236,                0.31295,                0.94376,              8.591e-05,              8.591e-05,              8.591e-05
                     47,                0.62866,                 0.3247,                0.88715,                0.97634,                0.95605,                0.98193,                0.82511,                0.65762,                0.31004,                 0.9411,             7.2703e-05,             7.2703e-05,             7.2703e-05
                     48,                0.62117,                0.32039,                0.88377,                0.97933,                 0.9539,                0.98186,                0.82538,                 0.6559,                0.30803,                0.94029,             5.9496e-05,             5.9496e-05,             5.9496e-05
                     49,                0.61294,                0.31689,                0.88232,                0.97782,                0.95641,                0.98183,                0.82791,                0.64983,                0.30545,                0.93983,              4.629e-05,              4.629e-05,              4.629e-05
                     50,                 0.6055,                0.31419,                0.87934,                0.97758,                0.95635,                0.98177,                0.82854,                 0.6496,                0.30495,                0.93962,             3.3083e-05,             3.3083e-05,             3.3083e-05
