                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.67723,                0.36529,                0.90871,                0.97878,                0.96582,                0.98524,                0.84166,                0.61621,                0.28578,                0.93289,              0.0061885,              0.0061885,              0.0061885
                    157,                0.67509,                0.36436,                0.91036,                0.97919,                0.96554,                0.98527,                0.84175,                0.61593,                0.28554,                 0.9327,              0.0061637,              0.0061637,              0.0061637
                    158,                0.66999,                0.36181,                0.90939,                0.97906,                0.96587,                0.98526,                 0.8421,                0.61563,                 0.2855,                0.93258,               0.006139,               0.006139,               0.006139
                    159,                0.67181,                0.36059,                0.90909,                0.97894,                0.96606,                 0.9853,                0.84236,                0.61571,                0.28523,                0.93264,              0.0061142,              0.0061142,              0.0061142
                    160,                0.67497,                0.36311,                0.90832,                0.97814,                0.96692,                 0.9853,                 0.8423,                0.61547,                0.28518,                0.93255,              0.0060895,              0.0060895,              0.0060895
                    161,                0.67331,                0.36398,                0.91049,                0.97794,                0.96742,                0.98525,                0.84244,                0.61528,                0.28484,                0.93244,              0.0060647,              0.0060647,              0.0060647
                    162,                0.67227,                0.36326,                0.90859,                0.97783,                0.96771,                0.98537,                 0.8426,                0.61518,                0.28477,                0.93228,                0.00604,                0.00604,                0.00604
                    163,                0.67194,                0.36086,                 0.9101,                0.97799,                0.96767,                0.98536,                0.84255,                0.61514,                0.28469,                0.93225,              0.0060152,              0.0060152,              0.0060152
                    164,                0.67338,                0.36321,                0.91187,                0.97901,                0.96603,                0.98535,                0.84276,                0.61505,                0.28467,                0.93216,              0.0059905,              0.0059905,              0.0059905
                    165,                0.67034,                0.36071,                0.90612,                 0.9782,                0.96813,                0.98567,                0.84297,                0.61483,                0.28449,                0.93198,              0.0059658,              0.0059658,              0.0059658
                    166,                0.66921,                0.35919,                0.90668,                0.97797,                0.96799,                0.98562,                 0.8432,                0.61485,                0.28452,                0.93197,               0.005941,               0.005941,               0.005941
                    167,                0.66794,                0.36012,                0.90733,                0.97922,                0.96645,                0.98574,                0.84305,                0.61461,                0.28428,                0.93191,              0.0059163,              0.0059163,              0.0059163
                    168,                0.67483,                0.36327,                0.90891,                0.97816,                0.96725,                0.98577,                0.84346,                0.61431,                0.28418,                0.93163,              0.0058915,              0.0058915,              0.0058915
                    169,                0.66923,                0.36026,                0.90664,                0.97936,                0.96571,                0.98566,                0.84336,                0.61401,                0.28413,                0.93162,              0.0058668,              0.0058668,              0.0058668
                    170,                0.67098,                0.35829,                0.90946,                0.97809,                0.96737,                0.98576,                 0.8432,                0.61386,                0.28414,                0.93163,               0.005842,               0.005842,               0.005842
                    171,                0.66791,                0.35844,                0.90737,                0.97825,                 0.9673,                0.98571,                0.84333,                0.61362,                0.28414,                0.93155,              0.0058173,              0.0058173,              0.0058173
                    172,                0.66148,                0.35608,                0.90681,                0.97827,                0.96734,                0.98582,                0.84324,                0.61375,                0.28415,                0.93156,              0.0057925,              0.0057925,              0.0057925
                    173,                0.66075,                0.35752,                0.90496,                0.97845,                0.96757,                0.98584,                0.84329,                0.61349,                0.28409,                0.93145,              0.0057678,              0.0057678,              0.0057678
                    174,                 0.6687,                0.35977,                0.90886,                0.97852,                0.96759,                0.98584,                0.84334,                0.61318,                0.28398,                0.93131,               0.005743,               0.005743,               0.005743
                    175,                0.66295,                0.35736,                0.90813,                0.97849,                0.96756,                0.98585,                0.84357,                0.61297,                0.28379,                0.93128,              0.0057183,              0.0057183,              0.0057183
                    176,                0.66355,                0.35756,                0.90533,                0.97813,                0.96785,                0.98585,                0.84362,                0.61271,                0.28372,                0.93116,              0.0056935,              0.0056935,              0.0056935
                    177,                0.66914,                0.36036,                0.90706,                0.97824,                0.96754,                0.98585,                0.84368,                0.61263,                0.28349,                0.93108,              0.0056688,              0.0056688,              0.0056688
                    178,                0.66192,                0.35669,                 0.9055,                0.97788,                 0.9678,                0.98583,                0.84379,                0.61236,                0.28329,                0.93099,               0.005644,               0.005644,               0.005644
                    179,                0.66039,                0.35548,                0.90683,                0.97776,                0.96769,                0.98585,                0.84374,                  0.612,                0.28313,                0.93089,              0.0056193,              0.0056193,              0.0056193
                    180,                0.66738,                0.35875,                0.90701,                0.97794,                0.96799,                0.98587,                0.84419,                0.61162,                0.28308,                0.93075,              0.0055945,              0.0055945,              0.0055945
                    181,                0.65716,                 0.3523,                0.90493,                0.97833,                0.96774,                0.98591,                0.84418,                0.61137,                0.28301,                0.93065,              0.0055698,              0.0055698,              0.0055698
                    182,                0.65927,                 0.3544,                0.90646,                0.98055,                0.96541,                0.98593,                0.84434,                0.61126,                0.28281,                0.93059,               0.005545,               0.005545,               0.005545
                    183,                0.65535,                 0.3518,                0.90568,                0.98173,                0.96441,                0.98594,                0.84423,                0.61101,                0.28257,                0.93047,              0.0055202,              0.0055202,              0.0055202
                    184,                0.65984,                0.35444,                 0.9062,                0.98156,                0.96383,                0.98573,                0.84417,                0.61075,                0.28236,                0.93037,              0.0054955,              0.0054955,              0.0054955
                    185,                0.65942,                0.35542,                0.90655,                0.98166,                0.96414,                0.98575,                0.84421,                0.61085,                0.28217,                0.93041,              0.0054707,              0.0054707,              0.0054707
                    186,                0.65695,                0.35391,                0.90558,                0.98189,                 0.9642,                0.98575,                0.84429,                0.61056,                0.28205,                0.93029,               0.005446,               0.005446,               0.005446
                    187,                0.65588,                0.35294,                0.90434,                0.98216,                  0.964,                0.98576,                0.84443,                0.61015,                0.28204,                0.93015,              0.0054212,              0.0054212,              0.0054212
                    188,                0.65357,                0.35126,                0.90304,                0.98123,                 0.9649,                0.98578,                0.84467,                0.60985,                0.28191,                0.93007,              0.0053965,              0.0053965,              0.0053965
                    189,                0.65172,                0.35179,                0.90481,                0.97955,                0.96597,                0.98569,                0.84465,                0.60955,                0.28162,                0.92995,              0.0053717,              0.0053717,              0.0053717
                    190,                0.65755,                 0.3533,                0.90736,                0.97959,                0.96593,                0.98568,                0.84493,                0.60907,                0.28157,                0.92982,               0.005347,               0.005347,               0.005347
                    191,                0.65548,                0.35316,                0.90356,                0.97992,                0.96594,                 0.9858,                0.84508,                0.60884,                0.28148,                 0.9298,              0.0053223,              0.0053223,              0.0053223
                    192,                0.65289,                0.35008,                0.90164,                0.98015,                0.96604,                0.98583,                0.84512,                0.60864,                 0.2815,                 0.9297,              0.0052975,              0.0052975,              0.0052975
                    193,                0.64809,                0.34801,                0.90062,                0.97972,                0.96654,                0.98573,                0.84513,                0.60833,                0.28155,                0.92952,              0.0052727,              0.0052727,              0.0052727
                    194,                 0.6481,                0.34797,                0.90099,                0.97948,                0.96697,                0.98573,                0.84494,                 0.6081,                0.28144,                0.92944,               0.005248,               0.005248,               0.005248
                    195,                0.64914,                 0.3485,                0.90171,                0.97977,                0.96676,                0.98578,                0.84526,                0.60797,                0.28148,                0.92941,              0.0052233,              0.0052233,              0.0052233
                    196,                 0.6483,                0.34733,                0.90109,                0.97992,                 0.9666,                0.98581,                0.84501,                0.60808,                0.28133,                0.92943,              0.0051985,              0.0051985,              0.0051985
                    197,                0.64656,                0.34796,                0.90205,                0.98002,                 0.9668,                0.98574,                0.84527,                 0.6079,                0.28126,                0.92926,              0.0051737,              0.0051737,              0.0051737
                    198,                0.64961,                0.34873,                 0.9012,                   0.98,                0.96662,                0.98584,                0.84528,                0.60788,                0.28083,                0.92919,               0.005149,               0.005149,               0.005149
                    199,                0.64751,                0.34767,                0.90139,                0.98044,                0.96584,                0.98581,                0.84512,                0.60775,                0.28073,                0.92915,              0.0051243,              0.0051243,              0.0051243
                    200,                0.64535,                0.34709,                0.90014,                0.98024,                0.96631,                0.98575,                0.84518,                0.60733,                0.28071,                0.92897,              0.0050995,              0.0050995,              0.0050995
                    201,                0.64865,                 0.3477,                0.90371,                 0.9809,                0.96576,                0.98571,                0.84533,                0.60731,                0.28068,                0.92894,              0.0050747,              0.0050747,              0.0050747
                    202,                0.64178,                0.34282,                0.89816,                0.98154,                0.96528,                0.98572,                0.84539,                0.60692,                0.28057,                0.92881,                0.00505,                0.00505,                0.00505
                    203,                0.64479,                0.34557,                0.90225,                0.98122,                0.96555,                0.98575,                0.84568,                0.60675,                 0.2806,                0.92877,              0.0050253,              0.0050253,              0.0050253
                    204,                0.64058,                0.34434,                0.89711,                0.97995,                0.96648,                0.98585,                0.84586,                0.60665,                0.28034,                0.92866,              0.0050005,              0.0050005,              0.0050005
                    205,                0.64498,                0.34628,                0.90037,                0.98021,                 0.9662,                0.98585,                 0.8459,                0.60651,                0.28015,                0.92862,              0.0049758,              0.0049758,              0.0049758
                    206,                0.64166,                0.34371,                0.89924,                0.98031,                0.96615,                 0.9859,                0.84555,                0.60607,                0.28005,                0.92846,               0.004951,               0.004951,               0.004951
                    207,                0.64312,                0.34534,                0.89892,                0.98018,                0.96631,                0.98591,                0.84584,                0.60596,                0.27983,                0.92836,              0.0049263,              0.0049263,              0.0049263
                    208,                0.64339,                0.34282,                 0.9002,                0.98053,                0.96599,                0.98598,                0.84612,                0.60576,                0.27986,                0.92831,              0.0049015,              0.0049015,              0.0049015
                    209,                0.64024,                0.34467,                0.89911,                0.98007,                 0.9661,                0.98596,                0.84623,                0.60553,                0.27941,                0.92819,              0.0048768,              0.0048768,              0.0048768
                    210,                0.64015,                0.34401,                0.89849,                0.98016,                0.96601,                0.98591,                0.84619,                0.60535,                0.27912,                0.92804,               0.004852,               0.004852,               0.004852
                    211,                0.63969,                0.34334,                0.89962,                0.98098,                0.96581,                0.98591,                0.84658,                0.60499,                0.27918,                0.92791,              0.0048272,              0.0048272,              0.0048272
                    212,                0.64509,                 0.3445,                0.90306,                0.98076,                0.96615,                0.98602,                0.84667,                0.60456,                  0.279,                0.92765,              0.0048025,              0.0048025,              0.0048025
                    213,                0.63934,                0.34201,                0.89693,                0.98081,                 0.9662,                0.98594,                0.84698,                0.60434,                0.27889,                0.92752,              0.0047778,              0.0047778,              0.0047778
                    214,                0.64168,                 0.3448,                0.89776,                0.98085,                0.96618,                0.98595,                0.84719,                0.60412,                0.27873,                0.92735,               0.004753,               0.004753,               0.004753
                    215,                0.63502,                0.34081,                0.89699,                0.98072,                 0.9665,                0.98598,                0.84719,                0.60376,                0.27858,                0.92719,              0.0047283,              0.0047283,              0.0047283
                    216,                 0.6371,                0.34438,                0.89841,                0.98093,                0.96644,                  0.986,                0.84772,                0.60341,                0.27852,                0.92709,              0.0047035,              0.0047035,              0.0047035
                    217,                0.64193,                0.34519,                0.89976,                0.98082,                0.96652,                0.98603,                0.84751,                0.60336,                0.27845,                0.92698,              0.0046788,              0.0046788,              0.0046788
                    218,                0.63283,                0.33994,                0.89893,                0.98074,                0.96647,                0.98605,                0.84747,                0.60301,                0.27843,                0.92679,               0.004654,               0.004654,               0.004654
                    219,                0.63468,                0.34018,                0.89589,                0.98074,                0.96651,                0.98604,                0.84748,                0.60286,                0.27824,                0.92665,              0.0046293,              0.0046293,              0.0046293
                    220,                0.63653,                 0.3408,                0.89733,                0.98039,                0.96627,                0.98571,                0.84767,                0.60289,                0.27817,                0.92665,              0.0046045,              0.0046045,              0.0046045
                    221,                0.63289,                0.33839,                0.89505,                0.98076,                 0.9661,                 0.9857,                0.84774,                0.60261,                0.27809,                0.92652,              0.0045798,              0.0045798,              0.0045798
                    222,                0.63586,                0.34274,                0.89898,                0.98072,                0.96622,                0.98571,                0.84743,                0.60246,                0.27817,                0.92652,               0.004555,               0.004555,               0.004555
                    223,                0.63232,                 0.3383,                0.89553,                0.97987,                0.96666,                0.98573,                0.84758,                0.60233,                0.27813,                0.92644,              0.0045303,              0.0045303,              0.0045303
                    224,                0.63577,                0.34015,                0.89523,                0.98077,                0.96626,                0.98573,                0.84778,                0.60214,                0.27811,                0.92623,              0.0045055,              0.0045055,              0.0045055
                    225,                0.63378,                0.33847,                0.89725,                0.97876,                0.96805,                0.98575,                0.84794,                0.60187,                0.27816,                0.92619,              0.0044808,              0.0044808,              0.0044808
                    226,                0.62997,                0.33868,                0.89474,                0.97837,                0.96837,                0.98578,                0.84789,                0.60168,                  0.278,                0.92608,               0.004456,               0.004456,               0.004456
                    227,                0.63302,                0.33836,                0.89817,                0.97604,                0.97107,                0.98586,                0.84808,                0.60149,                0.27809,                  0.926,              0.0044313,              0.0044313,              0.0044313
                    228,                0.63309,                0.33878,                0.89864,                0.97898,                0.96794,                0.98588,                0.84799,                0.60127,                0.27762,                 0.9259,              0.0044065,              0.0044065,              0.0044065
                    229,                0.62835,                0.33621,                0.89387,                0.97607,                0.97073,                0.98589,                0.84788,                0.60117,                0.27759,                0.92585,              0.0043818,              0.0043818,              0.0043818
                    230,                0.62764,                0.33653,                0.89464,                0.97596,                0.97076,                0.98592,                0.84817,                0.60092,                0.27748,                 0.9258,               0.004357,               0.004357,               0.004357
                    231,                0.62618,                0.33527,                0.89393,                0.97619,                0.97073,                0.98592,                0.84829,                0.60065,                0.27744,                0.92573,              0.0043323,              0.0043323,              0.0043323
                    232,                0.62463,                0.33442,                 0.8929,                0.97604,                0.97077,                0.98587,                 0.8484,                0.60051,                0.27726,                0.92568,              0.0043075,              0.0043075,              0.0043075
                    233,                0.62467,                0.33514,                0.89061,                0.97655,                0.97064,                0.98591,                0.84854,                 0.6005,                0.27711,                0.92558,              0.0042828,              0.0042828,              0.0042828
                    234,                0.62777,                 0.3361,                0.89519,                0.97656,                0.97058,                0.98593,                0.84866,                0.60012,                0.27701,                0.92542,               0.004258,               0.004258,               0.004258
                    235,                0.62322,                0.33562,                0.89184,                0.97973,                0.96775,                0.98595,                0.84888,                0.59978,                0.27688,                0.92528,              0.0042333,              0.0042333,              0.0042333
                    236,                0.61924,                 0.3308,                0.89135,                  0.978,                0.96997,                0.98599,                0.84875,                0.59947,                0.27678,                0.92517,              0.0042085,              0.0042085,              0.0042085
                    237,                0.62376,                0.33233,                0.89364,                 0.9781,                0.96945,                0.98605,                0.84885,                0.59924,                0.27681,                0.92502,              0.0041837,              0.0041837,              0.0041837
                    238,                0.62847,                0.33419,                0.89658,                0.97684,                0.97056,                0.98604,                0.84862,                0.59901,                0.27686,                0.92486,               0.004159,               0.004159,               0.004159
                    239,                0.62181,                0.33212,                0.89347,                0.97813,                0.96956,                0.98606,                0.84885,                 0.5989,                0.27678,                0.92475,              0.0041342,              0.0041342,              0.0041342
                    240,                0.62206,                0.33142,                0.89322,                 0.9781,                0.96984,                 0.9862,                0.84897,                0.59867,                 0.2765,                0.92464,              0.0041095,              0.0041095,              0.0041095
                    241,                0.61902,                0.33069,                0.89253,                0.97754,                0.97053,                0.98606,                0.84936,                0.59869,                0.27648,                0.92458,              0.0040847,              0.0040847,              0.0040847
                    242,                0.61913,                0.33202,                0.89257,                0.97745,                0.97027,                 0.9861,                0.84945,                0.59835,                0.27599,                0.92442,                0.00406,                0.00406,                0.00406
                    243,                0.62039,                0.33164,                0.89087,                0.97818,                 0.9697,                0.98613,                0.84944,                0.59833,                0.27603,                0.92438,              0.0040352,              0.0040352,              0.0040352
                    244,                  0.624,                0.33369,                0.89357,                0.97825,                0.96979,                0.98616,                0.84991,                0.59813,                0.27596,                0.92422,              0.0040105,              0.0040105,              0.0040105
                    245,                0.61924,                0.33003,                  0.891,                0.97815,                0.96994,                0.98613,                0.84992,                0.59801,                 0.2757,                0.92417,              0.0039857,              0.0039857,              0.0039857
                    246,                0.61625,                0.33045,                0.89048,                0.97807,                0.97033,                0.98613,                0.85021,                0.59791,                0.27545,                0.92401,               0.003961,               0.003961,               0.003961
                    247,                0.61388,                0.32923,                0.89086,                0.97881,                0.96943,                0.98612,                0.84997,                0.59773,                0.27543,                0.92389,              0.0039362,              0.0039362,              0.0039362
                    248,                0.61767,                0.32993,                0.89178,                0.97883,                0.96909,                 0.9861,                0.85007,                0.59751,                0.27532,                0.92376,              0.0039115,              0.0039115,              0.0039115
                    249,                0.61931,                0.33031,                0.89147,                0.97873,                0.96944,                0.98612,                0.85021,                 0.5974,                0.27528,                0.92364,              0.0038867,              0.0038867,              0.0038867
                    250,                0.61595,                0.32804,                0.89224,                0.97829,                0.97017,                0.98613,                0.85026,                0.59723,                 0.2753,                0.92345,               0.003862,               0.003862,               0.003862
                    251,                0.61634,                 0.3285,                0.89149,                0.97833,                0.96997,                0.98612,                0.85041,                0.59702,                0.27495,                0.92327,              0.0038372,              0.0038372,              0.0038372
                    252,                0.61174,                0.32636,                0.88812,                 0.9786,                 0.9699,                 0.9859,                 0.8503,                0.59684,                0.27497,                0.92314,              0.0038125,              0.0038125,              0.0038125
                    253,                0.61247,                0.32824,                0.88834,                0.97862,                0.97012,                0.98611,                0.85046,                 0.5966,                0.27484,                0.92306,              0.0037878,              0.0037878,              0.0037878
                    254,                0.61106,                0.32591,                0.88969,                0.97862,                0.96997,                0.98615,                0.85053,                0.59626,                0.27471,                 0.9229,               0.003763,               0.003763,               0.003763
                    255,                0.60947,                 0.3264,                0.89006,                0.97921,                0.96925,                0.98617,                0.85075,                0.59598,                0.27451,                0.92279,              0.0037383,              0.0037383,              0.0037383
                    256,                0.61092,                0.32761,                0.88888,                0.97947,                0.96924,                0.98615,                0.85072,                0.59568,                0.27432,                0.92265,              0.0037135,              0.0037135,              0.0037135
                    257,                 0.6128,                0.32863,                0.88966,                0.97945,                 0.9694,                0.98618,                0.85092,                0.59539,                0.27425,                0.92247,              0.0036888,              0.0036888,              0.0036888
                    258,                0.61272,                0.32772,                0.89047,                0.97999,                0.96905,                0.98619,                0.85115,                0.59499,                0.27401,                0.92245,               0.003664,               0.003664,               0.003664
                    259,                0.60656,                0.32448,                0.88936,                0.98006,                0.96945,                0.98616,                0.85144,                0.59468,                0.27389,                0.92239,              0.0036393,              0.0036393,              0.0036393
                    260,                0.61267,                0.32652,                0.89134,                 0.9805,                0.96891,                0.98614,                 0.8516,                 0.5947,                0.27377,                0.92229,              0.0036145,              0.0036145,              0.0036145
                    261,                0.60395,                0.32405,                0.88774,                 0.9805,                0.96853,                0.98608,                0.85159,                0.59461,                0.27371,                0.92224,              0.0035898,              0.0035898,              0.0035898
                    262,                0.61067,                0.32603,                0.88779,                0.98028,                0.96875,                0.98609,                0.85173,                0.59431,                0.27351,                0.92211,               0.003565,               0.003565,               0.003565
                    263,                0.60843,                0.32318,                0.88875,                0.98042,                0.96891,                 0.9861,                0.85201,                0.59407,                0.27342,                0.92189,              0.0035403,              0.0035403,              0.0035403
                    264,                0.60741,                0.32385,                0.88769,                0.98054,                0.96881,                 0.9861,                0.85193,                0.59401,                0.27348,                0.92178,              0.0035155,              0.0035155,              0.0035155
                    265,                0.60778,                0.32574,                0.88764,                0.98045,                0.96914,                0.98612,                0.85182,                0.59385,                0.27333,                0.92162,              0.0034908,              0.0034908,              0.0034908
                    266,                0.60574,                0.32221,                0.88644,                0.98066,                0.96889,                0.98612,                0.85219,                0.59396,                0.27332,                0.92158,               0.003466,               0.003466,               0.003466
                    267,                0.60643,                0.32416,                0.88951,                0.98013,                0.96944,                0.98614,                0.85221,                0.59363,                0.27332,                0.92144,              0.0034413,              0.0034413,              0.0034413
                    268,                0.60213,                 0.3223,                 0.8874,                0.98042,                0.96937,                0.98626,                0.85271,                0.59362,                0.27301,                0.92151,              0.0034165,              0.0034165,              0.0034165
                    269,                0.60191,                0.32062,                0.88825,                0.98052,                0.96945,                 0.9868,                0.85268,                0.59365,                0.27316,                0.92153,              0.0033918,              0.0033918,              0.0033918
                    270,                0.59889,                0.32053,                 0.8856,                 0.9804,                0.96937,                 0.9863,                0.85273,                0.59349,                0.27301,                0.92144,               0.003367,               0.003367,               0.003367
                    271,                0.60231,                0.32035,                0.88588,                0.98096,                0.96906,                0.98637,                0.85286,                0.59331,                0.27292,                0.92147,              0.0033423,              0.0033423,              0.0033423
                    272,                0.60158,                0.31904,                0.88578,                 0.9808,                0.96933,                0.98639,                0.85292,                0.59328,                0.27302,                 0.9214,              0.0033175,              0.0033175,              0.0033175
                    273,                 0.6024,                0.31937,                0.88757,                0.98051,                0.96961,                0.98637,                 0.8529,                0.59309,                0.27296,                0.92136,              0.0032928,              0.0032928,              0.0032928
                    274,                0.59856,                0.31931,                 0.8851,                0.98075,                0.96988,                0.98643,                0.85301,                0.59317,                0.27273,                0.92138,               0.003268,               0.003268,               0.003268
                    275,                0.59874,                0.31895,                0.88608,                0.98067,                0.96985,                0.98648,                0.85271,                0.59294,                0.27297,                0.92128,              0.0032433,              0.0032433,              0.0032433
                    276,                0.59585,                0.31945,                0.88327,                0.98119,                0.96946,                0.98648,                0.85296,                0.59271,                0.27287,                0.92125,              0.0032185,              0.0032185,              0.0032185
                    277,                0.59279,                0.31663,                0.88418,                 0.9809,                0.96969,                0.98645,                0.85288,                0.59254,                0.27282,                0.92119,              0.0031938,              0.0031938,              0.0031938
                    278,                0.59522,                0.31601,                0.88552,                0.98079,                0.96999,                0.98647,                 0.8531,                0.59223,                0.27266,                 0.9211,               0.003169,               0.003169,               0.003169
                    279,                0.59342,                0.31699,                0.88561,                0.98048,                0.97041,                0.98646,                0.85347,                0.59188,                0.27264,                0.92098,              0.0031443,              0.0031443,              0.0031443
                    280,                0.59209,                0.31627,                0.88404,                0.98056,                0.97053,                 0.9864,                0.85353,                0.59182,                0.27258,                0.92093,              0.0031195,              0.0031195,              0.0031195
                    281,                0.59137,                0.31575,                0.88446,                0.98045,                0.97059,                0.98642,                0.85339,                0.59157,                0.27245,                0.92086,              0.0030948,              0.0030948,              0.0030948
                    282,                  0.593,                0.31703,                0.88276,                0.98085,                0.97029,                0.98692,                 0.8539,                0.59113,                0.27232,                 0.9207,                0.00307,                0.00307,                0.00307
                    283,                0.59078,                0.31463,                0.88245,                0.98036,                0.97105,                0.98695,                  0.854,                0.59077,                0.27224,                0.92051,              0.0030452,              0.0030452,              0.0030452
                    284,                0.59073,                0.31542,                0.88257,                0.98024,                0.97119,                0.98697,                0.85416,                0.59048,                0.27219,                0.92038,              0.0030205,              0.0030205,              0.0030205
                    285,                0.59363,                0.31605,                0.88498,                0.98091,                0.97086,                0.98721,                0.85438,                0.59032,                0.27198,                0.92027,              0.0029957,              0.0029957,              0.0029957
                    286,                0.59207,                 0.3156,                0.88522,                0.98088,                0.97025,                0.98722,                0.85435,                0.59021,                0.27193,                0.92028,               0.002971,               0.002971,               0.002971
                    287,                0.59083,                 0.3158,                0.88281,                0.98083,                 0.9703,                0.98726,                0.85433,                0.58994,                0.27194,                0.92013,              0.0029462,              0.0029462,              0.0029462
                    288,                0.58897,                0.31235,                0.88231,                0.98039,                0.97121,                0.98725,                0.85471,                0.58987,                0.27184,                0.92005,              0.0029215,              0.0029215,              0.0029215
                    289,                0.58532,                 0.3113,                0.88236,                0.98091,                 0.9704,                0.98724,                0.85478,                0.58953,                0.27184,                0.91996,              0.0028967,              0.0028967,              0.0028967
                    290,                0.58879,                0.31469,                0.88314,                0.98045,                0.97101,                0.98727,                0.85492,                0.58949,                0.27164,                0.92008,               0.002872,               0.002872,               0.002872
                    291,                0.58877,                0.31401,                0.88464,                0.98052,                  0.971,                0.98725,                0.85523,                0.58932,                0.27138,                   0.92,              0.0028472,              0.0028472,              0.0028472
                    292,                0.58415,                0.31222,                0.88252,                0.98048,                0.97099,                0.98731,                0.85528,                 0.5891,                0.27131,                0.91995,              0.0028225,              0.0028225,              0.0028225
                    293,                0.58821,                0.31206,                0.88262,                0.98092,                0.97044,                0.98733,                0.85548,                 0.5889,                 0.2712,                0.91978,              0.0027977,              0.0027977,              0.0027977
                    294,                0.57704,                0.30901,                0.87898,                0.98064,                0.97093,                0.98733,                0.85566,                0.58874,                0.27114,                0.91968,               0.002773,               0.002773,               0.002773
                    295,                0.58426,                0.31029,                0.88022,                0.98096,                0.97048,                0.98736,                0.85566,                0.58837,                  0.271,                0.91951,              0.0027482,              0.0027482,              0.0027482
                    296,                 0.5825,                0.31062,                0.88145,                0.98102,                0.97056,                0.98736,                0.85595,                0.58813,                0.27093,                0.91943,              0.0027235,              0.0027235,              0.0027235
                    297,                0.58165,                0.31137,                0.88041,                0.98124,                0.97056,                0.98737,                 0.8562,                0.58775,                0.27084,                0.91924,              0.0026987,              0.0026987,              0.0026987
                    298,                0.58365,                0.31019,                0.88176,                0.98139,                0.97053,                0.98721,                0.85617,                0.58763,                0.27073,                0.91932,               0.002674,               0.002674,               0.002674
                    299,                0.57768,                0.30803,                0.88029,                 0.9814,                0.97059,                0.98725,                0.85641,                0.58753,                0.27055,                0.91921,              0.0026492,              0.0026492,              0.0026492
                    300,                0.58212,                0.31002,                0.87946,                 0.9818,                0.97081,                0.98724,                0.85646,                0.58716,                0.27049,                0.91899,              0.0026245,              0.0026245,              0.0026245
                    301,                0.57982,                0.30858,                0.88249,                0.98171,                0.97075,                0.98727,                0.85657,                0.58699,                0.27046,                0.91885,              0.0025997,              0.0025997,              0.0025997
                    302,                0.57648,                0.30733,                0.87961,                0.98181,                0.97065,                0.98729,                0.85657,                0.58667,                0.27049,                0.91871,               0.002575,               0.002575,               0.002575
                    303,                 0.5798,                0.30872,                0.87835,                0.98194,                0.97053,                0.98729,                0.85658,                0.58641,                0.27054,                0.91865,              0.0025503,              0.0025503,              0.0025503
                    304,                0.57757,                 0.3068,                0.87849,                 0.9819,                0.97064,                0.98731,                0.85648,                0.58621,                0.27055,                0.91848,              0.0025255,              0.0025255,              0.0025255
                    305,                 0.5725,                 0.3064,                0.87915,                0.98187,                0.97099,                0.98729,                0.85688,                0.58594,                0.27026,                0.91843,              0.0025008,              0.0025008,              0.0025008
                    306,                0.57413,                 0.3046,                0.87928,                0.98169,                0.97103,                0.98723,                 0.8569,                0.58579,                0.27019,                0.91843,               0.002476,               0.002476,               0.002476
                    307,                0.57051,                0.30537,                0.87788,                0.98203,                0.97107,                0.98764,                0.85694,                0.58541,                0.27007,                0.91827,              0.0024513,              0.0024513,              0.0024513
                    308,                0.57506,                0.30683,                0.87904,                0.98138,                0.97156,                0.98778,                0.85734,                0.58537,                0.27012,                0.91817,              0.0024265,              0.0024265,              0.0024265
                    309,                0.57269,                0.30635,                 0.8784,                0.98184,                0.97148,                0.98778,                 0.8575,                0.58508,                0.27006,                  0.918,              0.0024018,              0.0024018,              0.0024018
                    310,                 0.5719,                0.30414,                0.87834,                0.98204,                0.97153,                0.98779,                0.85711,                0.58502,                0.26989,                0.91805,               0.002377,               0.002377,               0.002377
                    311,                0.57043,                0.30232,                0.87637,                0.98192,                0.97147,                0.98768,                 0.8574,                0.58498,                0.26976,                0.91804,              0.0023523,              0.0023523,              0.0023523
                    312,                0.56814,                0.30387,                0.87778,                0.98187,                0.97148,                0.98773,                0.85741,                0.58506,                0.26979,                0.91802,              0.0023275,              0.0023275,              0.0023275
                    313,                0.56918,                0.30259,                0.87811,                0.98191,                0.97145,                0.98772,                0.85758,                0.58496,                0.26983,                0.91787,              0.0023028,              0.0023028,              0.0023028
                    314,                0.57041,                0.30524,                0.87778,                0.98156,                0.97156,                0.98774,                0.85747,                0.58477,                0.26993,                0.91779,               0.002278,               0.002278,               0.002278
                    315,                0.56909,                0.30349,                0.87553,                0.98142,                0.97171,                0.98768,                 0.8576,                0.58475,                0.26971,                 0.9177,              0.0022533,              0.0022533,              0.0022533
                    316,                0.56618,                0.30132,                0.87569,                0.98154,                0.97183,                0.98782,                0.85748,                0.58458,                 0.2697,                0.91759,              0.0022285,              0.0022285,              0.0022285
                    317,                0.56461,                0.30043,                0.87445,                0.98164,                0.97176,                0.98782,                0.85796,                0.58457,                0.26961,                0.91753,              0.0022038,              0.0022038,              0.0022038
                    318,                0.57083,                0.30357,                0.87671,                0.98152,                0.97187,                0.98783,                0.85799,                0.58445,                0.26955,                 0.9175,               0.002179,               0.002179,               0.002179
