                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                0.74239,                0.40365,                 0.9329,                0.97145,                0.95886,                  0.981,                0.81856,                0.66754,                 0.3127,                0.93953,               0.004555,               0.004555,               0.004555
                     58,                0.73121,                0.39693,                0.92777,                0.97338,                0.96068,                0.98209,                0.82028,                0.66454,                0.31167,                0.93805,               0.004456,               0.004456,               0.004456
                     59,                0.74012,                0.39883,                0.93034,                0.97484,                0.95793,                0.98226,                  0.821,                0.66067,                0.30899,                0.93691,               0.004357,               0.004357,               0.004357
                     60,                0.73696,                0.39742,                0.93247,                 0.9767,                0.95875,                0.98235,                0.82171,                0.65774,                0.30794,                0.93663,               0.004258,               0.004258,               0.004258
                     61,                0.73384,                0.39651,                0.93076,                0.97533,                0.96147,                0.98301,                0.82305,                0.65245,                0.30581,                0.93413,               0.004159,               0.004159,               0.004159
                     62,                0.72562,                0.39127,                0.92625,                0.97578,                0.96117,                0.98254,                0.82378,                  0.652,                0.30549,                0.93464,                0.00406,                0.00406,                0.00406
                     63,                0.72481,                0.39159,                0.92602,                0.97528,                0.96224,                0.98289,                 0.8248,                0.65013,                0.30377,                0.93408,               0.003961,               0.003961,               0.003961
                     64,                0.72853,                0.39154,                0.92819,                0.97623,                0.96058,                0.98256,                0.82554,                0.64821,                0.30388,                0.93373,               0.003862,               0.003862,               0.003862
                     65,                 0.7176,                0.38698,                 0.9255,                0.97469,                0.96288,                  0.983,                0.82634,                  0.646,                0.30386,                0.93231,               0.003763,               0.003763,               0.003763
                     66,                0.71161,                  0.383,                0.92105,                0.97511,                0.96288,                0.98302,                0.82662,                0.64562,                0.30231,                0.93176,               0.003664,               0.003664,               0.003664
                     67,                0.71288,                0.38353,                0.92248,                0.97472,                 0.9638,                0.98309,                0.82711,                0.64433,                0.30145,                0.93118,               0.003565,               0.003565,               0.003565
                     68,                0.70829,                0.38223,                0.92077,                0.97544,                0.96393,                0.98312,                0.82793,                0.64296,                0.30153,                0.93042,               0.003466,               0.003466,               0.003466
                     69,                0.70481,                0.37944,                0.92169,                0.97517,                0.96331,                0.98331,                0.82783,                0.64213,                0.30058,                0.93023,               0.003367,               0.003367,               0.003367
                     70,                0.69873,                0.37518,                 0.9189,                 0.9754,                0.96253,                0.98339,                0.82935,                0.63933,                 0.2991,                0.92971,               0.003268,               0.003268,               0.003268
                     71,                0.69295,                0.37307,                0.91688,                0.97407,                0.96263,                0.98344,                0.82985,                0.63797,                0.29783,                0.92932,               0.003169,               0.003169,               0.003169
                     72,                0.69382,                0.37254,                0.91482,                0.97167,                0.96463,                0.98341,                 0.8301,                0.63636,                0.29666,                0.92898,                0.00307,                0.00307,                0.00307
                     73,                0.69153,                0.37142,                0.91565,                0.97268,                0.96495,                0.98309,                0.83083,                0.63465,                 0.2961,                 0.9286,               0.002971,               0.002971,               0.002971
                     74,                0.68312,                0.36753,                0.91309,                0.97343,                0.96477,                 0.9835,                0.83173,                0.63391,                0.29532,                 0.9286,               0.002872,               0.002872,               0.002872
                     75,                0.68989,                0.37119,                0.91519,                 0.9741,                0.96514,                0.98387,                0.83269,                0.63199,                0.29465,                0.92814,               0.002773,               0.002773,               0.002773
                     76,                0.67414,                0.36299,                0.91119,                0.97488,                0.96478,                0.98394,                0.83297,                0.63034,                  0.294,                0.92752,               0.002674,               0.002674,               0.002674
                     77,                0.67698,                0.36159,                 0.9116,                0.97427,                0.96482,                0.98402,                0.83346,                0.62882,                0.29304,                0.92753,               0.002575,               0.002575,               0.002575
                     78,                0.67083,                0.35889,                0.90901,                0.97452,                0.96506,                0.98401,                0.83404,                0.62806,                0.29214,                0.92763,               0.002476,               0.002476,               0.002476
                     79,                0.66675,                0.35678,                0.90951,                0.97477,                0.96469,                0.98396,                0.83386,                0.62632,                0.29124,                0.92709,               0.002377,               0.002377,               0.002377
                     80,                0.66502,                  0.358,                0.90859,                 0.9747,                0.96472,                0.98407,                 0.8345,                0.62489,                0.29044,                0.92668,               0.002278,               0.002278,               0.002278
                     81,                0.65953,                0.35196,                0.90907,                0.97506,                0.96542,                0.98393,                0.83463,                0.62396,                 0.2898,                0.92628,               0.002179,               0.002179,               0.002179
                     82,                0.65367,                0.35075,                0.90266,                0.97524,                0.96518,                 0.9837,                0.83507,                0.62258,                0.28923,                0.92586,                0.00208,                0.00208,                0.00208
                     83,                0.65286,                0.34945,                0.90505,                0.97449,                0.96508,                0.98378,                0.83557,                0.62156,                0.28881,                 0.9255,               0.001981,               0.001981,               0.001981
                     84,                0.65342,                0.34888,                0.90387,                0.97491,                0.96572,                0.98414,                0.83581,                0.62092,                0.28861,                0.92532,               0.001882,               0.001882,               0.001882
                     85,                0.65208,                0.34694,                0.90359,                0.97572,                0.96575,                0.98433,                0.83638,                0.61988,                0.28822,                0.92516,               0.001783,               0.001783,               0.001783
                     86,                0.64314,                0.34288,                0.90063,                0.97569,                0.96538,                0.98444,                0.83689,                0.61889,                0.28796,                0.92497,               0.001684,               0.001684,               0.001684
                     87,                0.64173,                0.34221,                0.90118,                0.97591,                0.96582,                0.98452,                0.83675,                0.61837,                0.28771,                0.92497,               0.001585,               0.001585,               0.001585
                     88,                0.64118,                0.34004,                 0.9002,                0.97595,                0.96566,                0.98457,                0.83711,                0.61782,                0.28753,                0.92484,               0.001486,               0.001486,               0.001486
                     89,                0.63713,                0.33978,                 0.8974,                0.97599,                0.96562,                0.98453,                0.83721,                0.61732,                0.28727,                0.92475,               0.001387,               0.001387,               0.001387
                     90,                0.63027,                0.33544,                0.89823,                0.97615,                0.96583,                0.98459,                0.83761,                0.61682,                0.28685,                0.92465,               0.001288,               0.001288,               0.001288
                     91,                0.62528,                0.31984,                0.88793,                0.97657,                0.96543,                0.98458,                0.83744,                0.61653,                0.28681,                0.92466,               0.001189,               0.001189,               0.001189
                     92,                0.60501,                0.31041,                0.88116,                0.97663,                0.96586,                0.98465,                0.83766,                0.61589,                0.28659,                0.92451,                0.00109,                0.00109,                0.00109
                     93,                0.59331,                0.30444,                0.87659,                0.97685,                0.96602,                 0.9847,                0.83808,                0.61504,                0.28622,                0.92442,               0.000991,               0.000991,               0.000991
                     94,                 0.5866,                0.30104,                0.87406,                0.97689,                0.96579,                0.98477,                0.83808,                0.61428,                0.28559,                0.92443,               0.000892,               0.000892,               0.000892
                     95,                0.58483,                0.30051,                0.87295,                0.97714,                0.96532,                0.98484,                0.83892,                0.61349,                0.28525,                0.92434,               0.000793,               0.000793,               0.000793
                     96,                0.57902,                0.29766,                0.87152,                 0.9772,                0.96533,                0.98485,                0.83918,                0.61281,                0.28512,                0.92422,               0.000694,               0.000694,               0.000694
                     97,                0.57085,                0.29278,                0.86867,                0.97725,                0.96555,                0.98497,                0.83936,                0.61182,                0.28476,                0.92404,               0.000595,               0.000595,               0.000595
                     98,                0.56692,                0.29151,                0.86758,                0.97743,                0.96524,                0.98493,                0.83964,                0.61119,                0.28441,                0.92397,               0.000496,               0.000496,               0.000496
                     99,                0.56277,                0.28994,                0.86652,                0.97762,                0.96541,                0.98507,                0.83968,                0.61067,                0.28425,                0.92388,               0.000397,               0.000397,               0.000397
                    100,                0.55615,                0.28616,                0.86499,                0.97775,                0.96521,                0.98514,                0.83997,                0.61036,                0.28389,                0.92379,               0.000298,               0.000298,               0.000298
